@relation pendigits-weka.filters.unsupervised.instance.ClassRemover-Clast-N2-H

@attribute input1 numeric
@attribute input2 numeric
@attribute input3 numeric
@attribute input4 numeric
@attribute input5 numeric
@attribute input6 numeric
@attribute input7 numeric
@attribute input8 numeric
@attribute input9 numeric
@attribute input10 numeric
@attribute input11 numeric
@attribute input12 numeric
@attribute input13 numeric
@attribute input14 numeric
@attribute input15 numeric
@attribute input16 numeric
@attribute class {2,4}

@data
11,64,23,100,52,84,34,45,5,10,0,0,50,3,100,5,2
0,75,15,100,47,99,42,69,31,39,30,9,63,0,100,1,2
9,74,32,100,63,84,48,48,12,19,0,13,49,4,100,0,2
2,76,35,100,76,86,57,52,18,26,0,14,51,11,100,0,2
43,100,0,73,6,44,90,41,100,54,56,68,52,34,62,0,4
49,100,16,85,0,64,20,47,88,51,100,43,84,22,71,0,4
35,100,27,68,0,37,65,42,100,60,100,66,96,32,96,0,4
72,100,1,75,0,42,100,38,99,66,65,83,61,42,64,0,4
17,100,21,85,0,53,45,47,96,57,92,61,98,28,100,0,4
25,70,40,100,68,81,47,46,18,14,0,0,53,3,100,12,2
30,100,21,86,0,58,32,36,80,43,100,61,91,30,89,0,4
47,100,31,76,0,45,63,50,100,64,92,61,94,28,96,0,4
53,100,16,78,0,47,59,38,100,63,86,58,58,29,29,0,4
24,61,45,100,90,99,68,54,29,17,0,14,51,0,100,5,2
18,75,51,100,65,72,41,35,8,3,0,0,50,6,100,15,2
74,100,47,84,0,66,23,53,84,42,100,44,60,23,33,0,4
0,75,15,100,47,91,41,64,27,38,16,11,53,1,100,0,2
1,61,11,100,19,66,2,27,0,1,33,0,66,1,100,3,2
46,100,11,80,0,55,51,43,100,62,81,48,65,24,73,0,4
48,81,5,96,53,100,55,68,24,38,0,7,48,0,100,2,2
62,100,13,81,0,50,100,56,77,78,57,88,62,35,65,0,4
22,100,19,84,0,49,40,39,97,41,90,69,93,31,100,0,4
100,100,61,90,13,72,0,54,52,38,93,43,52,23,24,0,4
11,72,45,100,100,98,90,60,49,31,0,10,15,2,74,0,2
29,78,44,100,47,62,29,26,0,0,27,6,64,7,100,17,2
32,100,19,78,0,48,49,35,100,47,98,60,75,30,59,0,4
28,100,28,72,0,39,39,41,100,54,98,60,96,25,91,0,4
14,77,37,100,51,74,32,41,0,18,33,16,68,0,100,18,2
51,82,100,100,54,76,0,54,8,32,84,45,49,25,27,0,4
7,77,33,100,56,77,34,37,0,4,4,0,53,5,100,20,2
42,100,22,74,0,48,43,34,97,39,100,53,78,27,64,0,4
15,100,0,84,6,64,65,60,100,62,81,42,71,21,73,0,4
0,75,47,100,100,94,94,58,60,27,7,4,30,5,98,0,2
38,67,50,100,73,67,41,26,0,2,9,12,54,1,100,0,2
48,91,63,100,32,78,0,56,51,46,100,48,78,24,65,0,4
38,100,0,71,19,44,91,41,100,58,71,77,63,38,61,0,4
71,100,35,82,0,62,45,51,100,49,82,43,52,21,25,0,4
48,100,20,88,0,72,4,54,21,39,52,28,79,15,100,0,4
41,100,45,99,10,77,0,58,59,49,100,49,71,25,58,0,4
38,70,61,100,91,86,72,53,39,24,0,0,47,12,100,11,2
39,100,31,68,0,39,56,41,100,50,95,61,92,29,92,0,4
15,85,53,100,78,79,47,53,4,34,0,20,49,9,100,0,2
69,100,37,70,0,41,21,32,91,30,100,56,93,33,84,0,4
1,66,8,100,29,77,22,35,0,2,31,0,65,4,100,10,2
24,64,38,100,68,92,48,56,17,25,0,5,51,0,100,9,2
22,100,0,75,5,49,61,47,100,68,86,52,70,26,69,0,4
91,93,80,100,43,77,0,55,54,47,100,50,69,25,38,0,4
29,100,15,81,4,62,0,43,20,27,59,24,95,18,100,0,4
0,82,25,100,36,68,21,33,13,7,42,2,71,0,100,1,2
53,100,3,75,0,43,76,41,100,74,73,61,38,31,7,0,4
54,100,14,71,0,38,68,33,100,47,61,76,50,38,54,0,4
46,100,30,79,0,51,43,38,86,47,100,64,81,32,71,0,4
74,100,51,90,0,70,18,55,84,42,100,45,60,22,23,0,4
89,100,52,72,0,46,10,33,100,35,99,60,89,31,85,0,4
32,76,51,100,70,73,39,41,0,17,10,18,54,0,100,6,2
28,88,55,100,56,69,30,41,0,16,33,7,72,0,100,26,2
42,100,19,80,0,47,46,36,100,45,100,71,94,36,87,0,4
2,75,28,100,66,95,48,65,22,37,0,7,47,0,100,1,2
21,100,8,82,0,63,11,46,39,36,73,30,100,18,100,0,4
42,75,70,100,75,66,51,29,14,0,0,6,49,13,100,15,2
0,73,28,100,69,100,60,68,36,38,11,9,51,0,100,6,2
77,100,48,75,16,52,0,26,47,18,100,36,89,25,79,0,4
72,100,34,82,0,59,51,53,100,48,99,51,71,26,51,0,4
100,100,86,89,42,71,0,52,23,39,62,46,35,23,9,0,4
43,72,0,89,46,100,67,76,49,47,26,19,46,0,100,3,2
28,100,16,81,0,45,38,27,85,51,100,69,80,33,81,0,4
3,51,38,84,99,100,100,63,57,33,0,10,12,0,82,1,2
0,87,23,100,47,85,33,53,17,21,33,0,66,8,100,18,2
58,64,69,100,91,71,72,33,36,4,0,1,50,6,100,0,2
0,80,22,100,57,95,46,59,25,27,31,0,67,9,100,21,2
31,93,5,82,0,43,73,40,100,58,60,100,43,51,48,0,4
71,100,12,76,0,47,100,47,97,83,74,93,68,44,65,0,4
8,73,22,100,34,65,26,29,0,2,16,0,58,3,100,6,2
57,100,10,87,0,53,52,39,95,58,100,68,87,35,84,0,4
0,76,28,100,66,93,61,57,35,29,19,7,60,6,100,0,2
13,66,24,100,54,86,33,45,0,17,17,17,58,6,100,0,2
41,84,59,100,53,69,28,40,0,14,32,16,67,0,100,21,2
100,100,51,81,7,61,0,42,67,51,51,46,23,23,9,0,4
0,74,30,100,66,87,51,51,21,21,4,0,52,1,100,7,2
0,82,22,100,50,91,48,66,38,42,33,18,55,1,100,0,2
32,100,0,74,9,46,73,52,100,83,77,64,53,32,32,0,4
48,100,46,97,12,66,0,43,61,40,86,66,88,34,100,0,4
13,75,44,100,52,65,32,30,0,0,0,11,50,5,100,5,2
0,62,20,90,58,100,58,71,37,41,23,9,58,0,100,4,2
56,100,26,75,0,46,34,32,81,32,96,61,86,29,100,0,4
31,100,15,84,2,65,0,45,20,29,48,21,79,14,100,0,4
24,78,43,100,54,75,30,43,0,16,27,4,66,0,100,22,2
8,68,33,100,52,79,31,42,0,14,24,0,64,1,100,19,2
13,77,44,100,51,68,40,36,15,7,0,1,50,3,100,0,2
40,100,0,86,7,63,100,63,68,90,46,80,52,39,40,0,4
78,100,37,74,0,45,58,39,100,53,81,69,70,35,65,0,4
26,84,38,100,52,74,30,42,0,15,20,9,62,0,100,18,2
56,100,18,69,0,36,61,34,100,41,78,77,71,39,66,0,4
16,100,0,83,0,65,18,50,50,41,82,34,99,18,100,0,4
36,69,56,100,79,82,60,47,29,17,0,0,50,4,100,12,2
46,100,18,84,0,61,44,49,100,56,93,47,74,24,61,0,4
39,74,65,100,65,60,38,21,0,0,23,22,62,4,100,4,2
62,100,40,74,7,45,0,29,68,46,100,59,83,29,69,0,4
46,100,24,84,0,56,13,34,67,29,93,53,91,31,100,0,4
43,100,33,87,0,61,2,40,69,39,85,56,76,27,100,0,4
59,100,11,75,0,43,100,49,66,80,70,83,73,32,74,0,4
23,72,44,100,73,86,51,50,19,20,0,8,50,0,100,11,2
23,86,68,100,91,74,53,49,9,33,0,8,49,1,100,0,2
14,69,34,100,50,74,29,36,0,21,36,23,68,0,100,14,2
34,71,46,100,54,66,32,25,0,0,21,7,61,9,100,20,2
0,79,25,100,35,66,22,30,3,0,35,1,67,4,100,11,2
0,83,22,100,38,70,27,30,14,0,42,1,71,2,100,5,2
58,100,49,99,23,74,0,51,55,46,100,46,82,26,62,0,4
50,100,15,82,0,51,72,45,100,61,64,73,49,36,43,0,4
25,70,54,100,60,66,35,27,0,1,19,10,61,0,100,0,2
13,78,40,100,53,71,32,34,0,13,25,7,62,0,100,1,2
28,79,55,100,52,68,29,39,0,15,31,1,68,0,100,23,2
38,88,51,100,60,74,35,47,0,24,9,16,51,0,100,9,2
24,100,24,99,0,64,38,41,99,39,100,78,89,39,85,0,4
0,59,18,94,52,100,52,61,32,26,24,0,62,7,100,14,2
0,86,34,100,62,83,38,53,10,27,7,0,54,2,100,5,2
27,100,19,89,0,65,43,53,100,55,78,44,46,24,30,0,4
66,100,32,71,0,43,59,45,100,70,100,65,76,32,50,0,4
59,100,0,78,33,53,100,56,67,89,46,73,37,36,29,0,4
14,67,29,100,54,72,35,32,0,4,17,10,59,0,100,3,2
45,72,73,100,85,83,51,58,10,36,0,18,48,6,100,0,2
25,100,16,68,0,34,48,35,90,49,89,58,92,23,100,0,4
49,100,0,79,9,49,100,50,86,78,49,86,44,43,48,0,4
15,100,2,79,0,57,48,49,100,56,97,43,87,21,98,0,4
20,76,39,100,56,79,32,46,0,22,21,18,59,1,100,0,2
34,69,54,100,62,68,36,34,0,8,6,10,52,3,100,0,2
30,100,0,72,13,43,66,40,100,62,92,60,68,30,49,0,4
59,100,24,90,0,58,97,49,100,78,82,78,65,38,53,0,4
45,100,10,75,0,47,60,38,100,54,97,59,79,29,69,0,4
26,91,74,100,74,77,48,53,19,30,0,5,47,0,100,2,2
44,100,22,68,0,38,54,40,100,48,95,65,93,32,100,0,4
34,100,0,78,13,56,68,53,100,71,75,48,49,24,30,0,4
44,64,60,100,97,83,77,43,39,11,0,13,51,23,100,0,2
1,82,32,100,48,71,38,41,12,13,0,6,49,0,100,1,2
0,83,28,100,59,88,42,57,22,28,31,0,70,1,100,2,2
19,65,24,100,46,81,27,45,0,12,10,1,56,0,100,4,2
0,81,38,100,66,74,42,36,6,10,10,1,55,6,100,0,2
15,72,38,100,49,67,29,29,0,16,33,22,66,8,100,0,2
19,74,73,100,44,79,0,47,53,32,100,53,53,38,41,0,4
100,100,74,78,40,50,0,28,54,26,93,39,88,28,94,0,4
32,68,49,100,91,92,59,47,13,11,0,23,46,0,100,5,2
0,84,36,100,53,79,28,50,7,22,27,0,76,5,100,14,2
0,80,38,100,50,70,30,37,0,8,3,3,52,5,100,0,2
30,100,17,80,0,43,43,32,85,53,100,75,82,38,67,0,4
14,78,52,100,75,75,55,40,22,10,0,6,52,7,100,0,2
0,78,28,100,59,91,44,58,22,28,25,1,63,0,100,2,2
56,100,28,72,0,44,54,50,100,69,84,59,59,30,42,0,4
0,83,34,100,49,68,28,30,0,1,25,0,62,7,100,7,2
0,68,20,98,72,100,68,68,38,38,7,10,45,0,100,3,2
37,100,34,78,0,51,25,36,85,36,100,61,86,32,80,0,4
0,72,33,92,73,100,69,72,48,46,30,19,55,0,100,0,2
17,78,53,100,68,73,37,41,0,14,25,25,62,0,100,15,2
31,89,51,100,52,67,31,39,0,19,27,9,63,0,100,14,2
58,100,11,92,0,62,73,57,100,81,67,94,58,47,55,0,4
100,100,65,78,29,57,0,34,57,39,77,51,58,26,51,0,4
59,100,20,82,0,49,59,35,100,58,91,64,60,32,35,0,4
39,97,64,100,50,68,26,42,0,21,34,11,68,0,100,19,2
49,100,28,74,0,47,5,34,62,39,100,56,79,28,72,0,4
0,66,15,91,64,100,70,76,49,51,32,24,45,1,100,0,2
0,85,20,100,47,85,33,53,12,23,27,0,64,2,100,9,2
38,85,36,100,49,70,32,39,0,17,23,1,64,0,100,16,2
0,71,26,100,47,69,31,31,1,0,0,7,50,7,100,5,2
0,68,14,97,67,100,69,68,36,39,1,11,48,7,100,0,2
63,100,45,97,0,78,0,61,49,44,100,47,63,24,37,0,4
47,100,5,78,0,46,74,47,100,79,74,64,38,32,3,0,4
0,85,24,100,49,90,38,56,24,24,37,0,69,4,100,14,2
6,81,40,100,57,78,38,50,11,24,0,5,51,8,100,0,2
66,100,38,100,0,71,2,44,64,36,98,61,94,34,100,0,4
45,100,0,74,8,48,100,45,76,72,63,64,47,31,28,0,4
37,97,84,100,92,69,51,48,4,35,0,18,49,7,100,0,2
61,100,32,73,0,44,28,36,81,54,100,63,90,31,80,0,4
61,100,49,80,20,56,0,32,54,23,100,40,74,26,71,0,4
53,100,0,77,10,45,100,43,87,66,47,77,35,39,31,0,4
29,69,48,100,61,71,35,35,0,5,0,0,50,2,100,14,2
34,87,59,100,56,60,34,24,0,0,18,9,59,4,100,2,2
100,100,74,78,35,57,0,37,67,37,89,45,65,23,52,0,4
3,68,21,100,52,87,32,51,0,22,15,4,61,0,100,14,2
0,88,34,99,70,100,68,71,46,43,33,11,64,0,100,5,2
34,63,51,100,65,72,39,33,0,5,2,8,53,7,100,0,2
21,68,39,100,49,76,27,43,0,12,3,0,53,2,100,13,2
4,68,19,100,43,75,35,35,11,0,0,5,47,13,100,7,2
0,87,23,100,44,80,36,52,23,25,25,0,63,0,100,4,2
2,85,29,100,37,71,23,41,0,15,17,0,58,2,100,8,2
17,73,41,100,55,73,32,39,0,12,13,4,58,0,100,8,2
70,100,52,85,22,62,0,39,70,40,100,49,78,25,66,0,4
50,100,19,86,0,71,11,55,43,42,80,31,100,16,89,0,4
11,72,38,100,53,72,34,35,5,3,0,1,52,0,100,1,2
32,100,2,74,0,45,55,43,100,64,75,53,47,27,43,0,4
26,71,48,100,74,74,46,37,5,12,0,11,50,8,100,0,2
83,100,72,82,26,59,0,35,85,39,100,54,77,27,55,0,4
79,100,33,72,0,41,34,20,100,32,92,63,60,32,31,0,4
58,100,23,77,0,47,52,34,100,50,97,62,76,31,70,0,4
12,60,24,100,58,90,37,47,0,14,1,0,51,0,100,15,2
0,68,23,100,54,88,41,34,10,0,22,7,61,8,100,8,2
28,100,33,79,0,49,12,21,71,26,100,54,63,34,48,0,4
60,100,16,74,0,43,67,33,100,62,88,61,55,30,24,0,4
0,63,24,100,62,81,42,37,3,6,1,9,51,2,100,0,2
0,67,17,100,56,99,49,55,25,16,14,0,56,13,100,13,2
0,89,15,100,56,97,39,64,12,33,12,2,57,0,100,11,2
20,100,42,87,29,67,13,48,0,28,13,9,55,2,100,0,2
16,68,37,100,63,90,45,48,16,11,0,1,50,0,100,8,2
26,80,42,100,46,71,26,39,0,11,34,2,69,0,100,22,2
26,73,0,66,38,100,50,90,20,47,6,19,52,0,100,9,2
3,72,26,100,50,80,31,48,0,19,13,12,65,0,100,17,2
99,100,33,82,0,52,100,53,95,83,78,90,70,35,70,0,4
4,74,38,100,55,71,37,35,6,5,0,7,50,6,100,0,2
4,84,38,100,51,76,38,50,17,25,0,0,49,3,100,4,2
88,100,65,83,33,54,0,30,65,27,100,48,98,31,94,0,4
0,75,39,97,95,100,100,70,65,42,23,18,12,0,69,1,2
11,100,0,82,6,52,65,57,100,83,77,60,54,31,36,0,4
0,75,20,100,49,94,42,58,28,25,38,0,70,4,100,12,2
39,100,0,83,2,49,91,50,100,70,58,88,61,44,74,0,4
11,65,34,100,66,77,42,38,4,8,0,2,50,7,100,0,2
20,79,58,100,80,76,46,50,0,33,4,21,50,5,100,0,2
56,100,38,81,0,53,19,33,81,30,100,57,85,26,96,0,4
71,95,37,79,0,47,90,47,100,68,75,100,63,50,66,0,4
100,100,70,82,36,55,0,31,37,31,76,36,77,34,73,0,4
0,69,22,93,55,100,65,73,46,41,33,8,65,0,100,4,2
69,100,25,86,0,55,100,58,84,86,52,89,51,39,45,0,4
0,85,28,100,53,82,31,50,7,19,25,0,63,3,100,4,2
37,100,0,83,11,58,100,58,39,91,32,90,32,39,29,0,4
66,100,15,80,0,50,91,46,100,72,78,65,58,33,45,0,4
22,71,44,100,56,74,32,32,0,0,18,15,59,24,100,38,2
22,100,27,86,0,58,1,35,71,40,100,60,96,30,99,0,4
0,68,16,100,51,90,35,53,7,19,8,1,58,0,100,17,2
50,100,17,86,0,58,53,46,100,70,79,55,53,27,36,0,4
56,100,15,74,0,39,58,48,100,78,86,69,58,35,30,0,4
59,49,48,85,100,100,95,58,55,23,0,2,21,13,82,0,2
27,70,36,100,66,81,57,44,30,10,0,4,48,5,100,0,2
0,81,26,100,62,100,67,74,59,50,47,24,61,3,100,0,2
0,100,2,74,11,43,72,39,99,58,100,67,88,34,84,0,4
15,100,39,92,0,61,1,36,72,36,100,54,85,36,80,0,4
26,88,49,100,56,74,32,45,0,21,24,5,67,0,100,23,2
25,100,0,73,16,49,72,51,100,68,89,58,79,29,74,0,4
13,73,46,100,56,67,40,32,13,0,0,7,49,8,100,6,2
13,79,35,100,58,77,37,41,0,12,4,13,55,0,100,12,2
60,100,8,78,0,45,80,42,100,65,72,78,66,39,70,0,4
0,84,28,100,43,75,29,45,12,15,28,0,64,2,100,7,2
42,100,26,84,0,51,47,39,99,62,100,65,68,34,53,0,4
0,88,27,100,49,74,39,41,16,16,36,4,68,0,100,0,2
33,76,41,100,57,71,34,37,0,14,25,16,65,0,100,17,2
82,93,59,100,20,70,0,43,67,35,92,65,86,29,100,0,4
45,100,19,72,0,41,47,31,100,32,82,63,78,33,80,0,4
46,97,40,100,0,71,63,61,100,75,64,98,46,49,34,0,4
22,100,2,84,0,67,31,55,67,47,97,35,100,17,93,0,4
0,70,34,93,82,100,93,72,67,44,33,20,49,3,100,0,2
1,72,20,100,42,73,32,37,5,6,0,2,51,1,100,0,2
13,69,37,100,52,73,32,37,0,9,15,12,59,0,100,5,2
66,100,26,87,0,68,54,63,100,57,64,40,33,21,9,0,4
39,100,10,76,0,41,52,25,89,45,100,67,78,33,57,0,4
89,100,52,79,19,51,0,27,59,39,100,62,82,31,63,0,4
50,100,34,84,0,57,49,44,96,52,97,58,93,23,100,0,4
6,67,31,100,66,91,48,52,17,19,0,0,50,3,100,3,2
13,68,27,100,56,86,34,44,0,9,0,0,50,0,100,8,2
55,100,5,69,0,45,91,53,100,79,57,95,47,45,22,0,4
18,82,22,100,39,68,27,30,0,1,23,8,67,0,100,20,2
33,75,51,100,63,71,36,31,0,0,4,16,52,15,100,17,2
12,100,0,71,25,43,86,44,100,75,90,52,90,20,90,0,4
52,100,20,71,0,40,61,39,100,47,76,68,76,34,78,0,4
0,94,6,100,44,100,39,63,19,29,24,0,63,5,100,17,2
89,100,64,76,25,50,0,30,66,26,95,52,100,31,95,0,4
84,100,33,78,0,50,43,34,100,45,98,57,62,30,39,0,4
14,78,56,100,88,80,71,41,36,12,0,0,49,12,100,7,2
76,100,40,87,0,68,8,56,68,45,100,42,68,21,44,0,4
0,79,33,100,63,82,44,49,14,22,19,1,59,1,100,0,2
21,74,43,100,52,64,32,28,0,6,22,3,61,0,100,1,2
46,85,42,100,52,73,32,41,0,16,21,7,62,0,100,17,2
70,100,82,88,40,64,0,40,32,26,100,42,90,27,86,0,4
77,100,32,78,0,55,7,34,86,42,100,46,57,24,39,0,4
0,77,33,100,55,77,38,42,11,12,2,0,51,8,100,8,2
46,100,22,66,0,32,69,38,100,45,56,65,53,28,51,0,4
36,100,31,82,0,50,20,26,85,39,100,63,69,32,43,0,4
100,100,73,76,37,49,0,25,51,28,90,40,85,28,88,0,4
95,100,50,78,0,57,12,37,90,43,100,48,68,25,55,0,4
29,71,50,100,70,77,41,49,0,28,7,18,51,4,100,0,2
4,65,14,100,24,66,16,28,0,1,34,0,66,0,100,0,2
8,100,0,83,0,52,63,44,100,67,82,63,69,31,61,0,4
11,75,26,100,46,81,28,46,0,17,21,19,59,0,100,11,2
0,87,32,100,55,79,51,48,33,21,25,0,62,0,100,4,2
23,86,62,100,71,71,41,43,0,24,7,17,52,7,100,0,2
41,100,4,73,26,49,80,61,100,85,63,58,29,29,0,0,4
47,66,50,100,92,98,78,55,47,18,0,0,46,19,100,0,2
57,100,30,71,0,42,37,41,88,60,100,65,90,32,92,0,4
38,67,44,100,85,96,71,58,40,24,0,7,43,17,100,0,2
100,100,55,93,17,74,0,53,57,47,84,43,55,22,29,0,4
32,100,0,77,11,54,100,59,46,86,41,79,45,33,41,0,4
44,100,32,71,0,44,29,37,88,49,100,57,75,29,58,0,4
0,64,25,90,77,100,76,69,51,39,18,12,43,0,100,4,2
19,100,14,84,0,56,72,45,100,69,100,58,86,29,77,0,4
33,70,46,100,59,80,34,48,1,21,0,2,50,0,100,6,2
63,100,14,72,0,41,87,41,100,62,63,74,60,36,52,0,4
5,63,21,100,49,76,33,34,0,0,5,6,53,2,100,8,2
63,67,74,100,99,80,73,39,35,7,0,3,51,4,100,0,2
0,81,33,100,52,79,36,49,12,22,7,0,53,4,100,7,2
37,100,0,81,17,50,100,51,76,74,51,96,47,46,48,0,4
46,100,19,78,0,43,85,40,100,58,68,75,58,38,60,0,4
42,92,64,100,50,49,23,16,0,10,34,11,68,4,100,0,2
38,100,28,70,0,41,36,40,100,38,87,61,89,28,93,0,4
50,71,74,100,100,81,75,47,42,17,0,1,39,11,91,0,2
0,69,29,100,49,75,33,36,3,4,9,14,54,6,100,0,2
16,72,35,100,46,74,26,42,0,13,4,3,53,0,100,4,2
23,100,16,73,0,42,73,48,98,75,89,62,91,28,100,0,4
47,100,9,76,0,45,59,48,100,73,67,58,36,30,15,0,4
50,100,27,77,0,45,41,30,100,40,84,67,63,33,46,0,4
0,69,37,96,100,100,100,65,68,34,20,9,32,0,97,1,2
35,100,16,80,0,45,56,45,100,53,59,81,55,40,54,0,4
19,100,1,79,0,57,39,46,87,51,87,41,81,19,100,0,4
32,100,0,70,9,39,68,37,100,59,86,67,82,33,91,0,4
84,100,12,80,0,59,88,62,100,92,61,79,40,40,27,0,4
27,72,56,100,60,66,35,26,0,12,32,16,69,0,100,10,2
0,78,23,100,52,88,39,62,25,37,11,12,47,0,100,4,2
46,100,5,73,0,41,61,41,100,57,84,69,69,35,67,0,4
49,100,25,79,0,48,84,46,100,64,66,70,57,35,56,0,4
49,100,5,84,0,48,100,45,80,79,43,89,38,45,37,0,4
28,100,5,77,0,53,39,40,87,44,100,46,80,23,63,0,4
55,100,22,88,0,72,1,53,32,41,67,32,95,19,100,0,4
26,80,42,100,57,69,34,30,0,0,9,20,54,27,100,26,2
23,80,60,100,100,88,81,61,43,40,0,23,11,5,64,0,2
29,100,5,74,0,46,48,39,100,46,74,57,69,28,70,0,4
37,82,57,100,53,65,30,36,0,16,30,0,66,2,100,19,2
16,100,4,71,0,42,39,21,89,33,100,55,80,28,87,0,4
0,64,16,100,47,79,35,40,6,6,11,9,58,0,100,4,2
66,100,41,77,0,49,18,29,77,30,100,63,90,30,95,0,4
42,100,24,72,0,43,50,49,93,70,100,61,94,29,99,0,4
2,70,0,100,51,100,65,67,41,33,6,4,47,0,100,2,2
60,100,32,69,0,37,42,29,100,29,85,51,68,38,60,0,4
42,100,19,71,0,40,50,25,100,35,99,60,68,31,49,0,4
81,100,42,80,0,49,57,38,100,49,68,70,67,35,63,0,4
50,100,27,82,0,58,38,42,100,55,86,48,55,24,34,0,4
0,70,22,99,50,100,45,59,28,22,39,0,69,4,100,8,2
52,100,49,99,0,63,99,53,100,81,81,84,77,42,86,0,4
31,100,12,74,0,46,55,42,100,51,78,59,78,29,83,0,4
16,71,44,100,64,71,40,31,0,11,23,12,66,0,100,15,2
37,100,10,79,0,41,56,31,97,53,100,76,74,38,49,0,4
0,86,29,100,62,95,51,62,31,32,34,2,69,0,100,6,2
45,99,9,100,0,75,36,56,100,63,98,49,80,25,82,0,4
19,80,45,100,49,64,29,27,0,0,25,8,63,14,100,21,2
32,100,8,74,0,46,51,37,100,48,96,55,86,27,81,0,4
33,64,58,100,94,90,67,51,28,19,0,15,49,16,100,0,2
23,82,57,100,60,70,34,42,0,22,20,12,59,8,100,0,2
74,100,82,86,37,63,0,39,76,41,100,47,61,24,21,0,4
28,75,49,100,57,63,34,26,0,3,26,11,66,0,100,5,2
0,88,42,100,68,83,52,59,29,36,9,12,48,2,100,0,2
68,98,70,100,36,79,0,59,60,49,100,47,73,23,51,0,4
71,100,37,74,0,45,17,29,95,29,100,50,91,33,89,0,4
48,68,57,100,92,91,76,54,45,21,0,0,45,22,100,4,2
0,80,28,100,55,82,37,48,11,20,24,3,62,1,100,0,2
0,96,9,97,50,100,47,64,22,32,19,0,60,5,100,19,2
62,100,12,72,0,43,100,45,89,69,53,88,54,43,52,0,4
42,100,13,73,0,42,52,35,100,48,92,56,92,25,97,0,4
56,100,28,83,0,61,38,45,100,55,69,45,46,23,31,0,4
33,100,14,97,0,80,9,61,39,48,74,36,92,18,100,0,4
56,100,34,83,0,63,23,48,77,39,100,42,68,22,48,0,4
26,100,0,84,22,56,100,57,52,92,48,85,44,36,40,0,4
82,100,64,89,31,67,0,45,62,37,100,46,78,23,71,0,4
37,100,20,83,0,59,37,42,100,47,93,48,70,24,50,0,4
17,92,55,100,69,71,38,50,0,38,23,25,61,13,100,0,2
0,82,30,100,74,97,76,72,63,47,44,24,50,0,100,0,2
0,80,31,100,70,90,53,62,27,37,7,10,48,0,100,1,2
7,77,43,100,59,77,36,41,3,10,0,0,54,0,100,20,2
7,51,31,90,93,100,99,58,59,21,0,0,35,17,100,5,2
0,64,12,98,47,100,30,63,5,29,15,3,56,0,100,1,2
14,71,40,100,49,70,27,36,0,5,25,0,66,2,100,19,2
20,86,42,100,38,64,11,35,0,22,35,0,75,1,100,31,2
40,100,23,89,0,59,26,34,95,45,100,60,68,31,56,0,4
45,82,60,100,56,69,31,43,0,23,28,3,65,0,100,16,2
61,100,1,74,0,47,100,48,95,73,64,76,54,36,52,0,4
79,100,47,89,0,70,24,56,87,45,100,43,60,22,28,0,4
2,79,32,100,52,70,39,36,12,6,0,7,50,7,100,0,2
61,100,34,75,0,44,55,37,100,49,76,70,66,35,70,0,4
29,100,24,75,0,48,27,33,89,37,87,51,89,22,100,0,4
38,85,60,100,58,72,33,45,0,24,15,10,58,0,100,10,2
30,100,10,85,0,66,0,48,27,34,65,28,96,18,100,0,4
42,100,12,74,0,45,65,51,100,76,85,55,62,27,37,0,4
44,100,2,69,0,38,71,39,100,50,60,74,56,37,58,0,4
73,100,38,88,11,74,0,55,23,40,62,31,95,18,100,0,4
42,100,44,88,11,57,0,33,77,40,100,64,91,34,93,0,4
46,100,6,79,0,48,67,43,100,73,77,61,45,31,19,0,4
72,100,28,85,0,61,100,67,89,84,64,84,64,41,59,0,4
29,76,50,100,70,74,50,42,18,16,0,0,50,7,100,7,2
56,100,31,68,0,38,27,25,83,22,100,50,91,34,76,0,4
38,100,2,73,0,42,69,34,100,52,83,62,62,31,45,0,4
31,75,53,100,68,77,49,45,21,16,0,1,50,5,100,0,2
37,100,0,77,13,53,74,60,100,82,68,55,40,28,18,0,4
42,100,4,70,0,34,60,32,100,57,98,71,70,35,47,0,4
41,100,0,75,11,49,96,50,100,56,52,70,54,35,57,0,4
29,100,12,82,0,62,1,41,31,32,64,29,93,20,100,0,4
0,90,41,100,69,86,59,64,45,43,33,22,49,3,100,0,2
8,62,17,100,61,88,41,44,0,11,8,22,58,0,100,14,2
0,70,33,100,83,97,78,59,44,26,2,0,42,1,100,2,2
0,62,34,93,81,100,85,61,53,28,11,17,56,19,100,0,2
28,100,1,75,0,45,70,38,100,66,88,58,60,29,34,0,4
35,100,0,73,11,42,76,37,100,67,82,61,54,30,27,0,4
76,100,53,91,0,71,33,56,100,47,97,48,47,26,17,0,4
91,100,77,80,11,58,0,37,97,45,100,50,51,26,29,0,4
0,74,18,100,50,94,45,62,32,32,24,4,62,0,100,1,2
0,69,27,95,66,100,76,66,61,31,37,1,58,0,100,6,2
100,100,69,76,33,52,0,27,58,33,87,53,56,28,38,0,4
48,100,25,78,0,48,25,30,72,29,94,55,90,32,100,0,4
0,96,51,100,58,78,38,56,13,35,0,14,42,1,100,0,2
31,100,0,81,21,58,100,62,74,88,54,80,58,40,66,0,4
41,100,2,77,0,46,74,42,100,65,88,62,80,31,79,0,4
60,100,27,82,0,58,49,46,86,55,86,63,87,31,100,0,4
16,100,12,92,0,69,38,52,100,57,96,46,82,24,75,0,4
35,69,58,100,85,86,65,48,35,13,0,1,53,0,100,25,2
